order_id,customer_id,order_date,payment_method
1665,451,2025-08-28,Wallet
1666,108,2026-05-16,UPI
1667,198,2025-05-13,Net Banking
1668,173,2024-09-02,Net Banking
1669,8,2026-05-29,Wallet
1670,387,2026-03-10,Net Banking
1671,378,2025-06-19,Wallet
1672,292,2024-09-05,Credit Card
1673,327,2024-07-06,UPI
1674,232,2025-06-23,Debit Card
1675,390,2025-02-01,Net Banking
1676,373,2024-06-20,Wallet
1677,337,2024-07-07,Net Banking
1678,398,2025-02-07,Debit Card
1679,367,2025-07-13,Net Banking
1680,68,2025-06-10,UPI
1681,369,2026-02-05,Credit Card
1682,400,2025-11-11,Net Banking
1683,362,2025-08-14,Credit Card
1684,390,2026-05-03,Wallet
1685,82,2024-10-24,Credit Card
1686,346,2025-01-21,UPI
1687,369,2024-08-22,Debit Card
1688,468,2026-03-30,Wallet
1689,193,2024-06-27,UPI
1690,97,2026-02-16,Net Banking
1691,139,2024-12-23,Net Banking
1692,493,2026-01-25,Debit Card
1693,314,2024-09-14,UPI
1694,268,2024-09-13,Credit Card
1695,149,2024-12-12,Debit Card
1696,372,2026-04-11,Wallet
1697,483,2025-05-06,UPI
1698,253,2025-10-02,Debit Card
1699,483,2025-01-26,UPI
1700,430,2025-01-13,Credit Card
1701,188,2024-12-30,Net Banking
1702,148,2025-11-08,Credit Card
1703,435,2025-09-17,Net Banking
1704,118,2025-07-27,UPI
1705,438,2024-12-17,Wallet
1706,156,2026-01-25,Net Banking
1707,195,2025-02-06,Credit Card
1708,97,2026-04-16,UPI
1709,47,2026-04-22,Debit Card
1710,268,2024-12-19,Wallet
1711,143,2025-01-09,Wallet
1712,253,2026-03-18,Net Banking
1713,127,2025-06-12,Debit Card
1714,101,2025-07-17,UPI
1715,84,2024-11-12,UPI
1716,7,2025-03-07,Wallet
1717,274,2025-01-30,UPI
1718,348,2024-07-11,Credit Card
1719,296,2025-11-08,Net Banking
1720,52,2025-09-17,Credit Card
1721,50,2026-05-25,Credit Card
1722,46,2024-06-25,Net Banking
1723,388,2025-08-06,Net Banking
1724,222,2025-05-24,Net Banking
1725,137,2024-06-23,Wallet
1726,219,2024-06-17,Wallet
1727,140,2025-07-12,Credit Card
1728,142,2025-04-18,Wallet
1729,121,2024-11-10,Net Banking
1730,123,2026-04-02,Debit Card
1731,194,2026-05-08,Wallet
1732,305,2024-07-21,Net Banking
1733,435,2026-05-24,Net Banking
1734,300,2025-04-16,Debit Card
1735,258,2024-11-10,Credit Card
1736,394,2025-05-03,Wallet
1737,267,2026-02-28,UPI
1738,130,2026-03-21,UPI
1739,340,2025-01-17,Net Banking
1740,9,2025-07-25,Wallet
1741,362,2026-03-07,Net Banking
1742,37,2025-09-28,Credit Card
1743,8,2025-12-02,Credit Card
1744,239,2026-03-28,UPI
1745,284,2025-08-12,Net Banking
1746,42,2025-11-29,Wallet
1747,378,2026-05-15,UPI
1748,38,2026-02-27,Credit Card
1749,173,2024-10-18,Wallet
1750,447,2026-05-16,Wallet
1751,33,2024-09-07,Net Banking
1752,19,2025-06-09,Credit Card
1753,24,2025-10-05,Debit Card
1754,190,2025-06-28,Wallet
1755,442,2025-05-29,Credit Card
1756,466,2026-03-20,Debit Card
1757,99,2026-03-17,Net Banking
1758,179,2024-12-15,Net Banking
1759,139,2025-08-16,Debit Card
1760,445,2024-08-01,Credit Card
1761,466,2025-03-13,Wallet
1762,67,2026-01-05,Wallet
1763,130,2025-02-24,UPI
1764,178,2024-06-28,Debit Card
1765,352,2026-02-04,Net Banking
1766,56,2024-07-07,Net Banking
1767,246,2024-09-15,Net Banking
1768,100,2026-05-04,Wallet
1769,287,2024-11-21,Credit Card
1770,145,2025-03-12,Net Banking
1771,87,2026-02-18,Wallet
1772,331,2026-05-14,Net Banking
1773,154,2026-01-15,Credit Card
1774,395,2025-08-07,Net Banking
1775,22,2025-07-16,Debit Card
1776,255,2025-01-13,Net Banking
1777,479,2024-07-01,Wallet
1778,141,2026-06-11,Debit Card
1779,160,2024-06-17,Debit Card
1780,153,2026-03-09,Debit Card
1781,315,2024-07-18,Debit Card
1782,351,2024-10-01,Debit Card
1783,320,2026-04-07,Credit Card
1784,444,2025-05-25,Credit Card
1785,77,2025-12-30,Wallet
1786,394,2025-12-03,Net Banking
1787,315,2025-04-26,Wallet
1788,170,2025-08-14,UPI
1789,110,2024-12-26,Debit Card
1790,22,2024-08-04,Debit Card
1791,439,2025-02-28,Wallet
1792,296,2026-01-11,Wallet
1793,57,2024-07-22,Credit Card
1794,225,2025-01-07,Credit Card
1795,421,2024-10-27,Wallet
1796,260,2024-10-18,UPI
1797,163,2026-04-28,UPI
1798,88,2024-12-08,UPI
1799,230,2025-12-25,Credit Card
1800,314,2025-12-12,Net Banking
1801,288,2024-07-27,Net Banking
1802,93,2025-12-15,Net Banking
1803,120,2025-03-02,Net Banking
1804,342,2025-05-28,Net Banking
1805,331,2026-04-02,Net Banking
1806,60,2026-06-13,Wallet
1807,107,2026-02-24,Debit Card
1808,210,2024-09-06,Wallet
1809,155,2026-03-29,Net Banking
1810,118,2025-05-10,UPI
1811,242,2024-07-25,Net Banking
1812,409,2024-09-03,Wallet
1813,285,2025-08-07,Wallet
1814,303,2025-04-10,Wallet
1815,261,2024-10-28,Net Banking
1816,286,2026-06-16,Debit Card
1817,295,2025-05-24,Net Banking
1818,48,2025-01-05,Wallet
1819,161,2025-12-06,Debit Card
1820,400,2025-08-24,Credit Card
1821,223,2025-10-23,Wallet
1822,470,2025-03-04,Debit Card
1823,121,2024-10-28,Net Banking
1824,78,2025-11-27,UPI
1825,4,2025-01-31,Credit Card
1826,202,2026-05-14,UPI
1827,133,2026-05-07,UPI
1828,134,2024-07-17,Debit Card
1829,419,2026-02-20,Debit Card
1830,48,2026-03-04,Wallet
1831,400,2024-11-05,Wallet
1832,266,2024-11-03,Net Banking
1833,17,2025-04-04,Credit Card
1834,208,2025-08-08,Debit Card
1835,41,2025-01-09,Debit Card
1836,140,2025-11-17,Net Banking
1837,129,2024-07-04,UPI
1838,408,2024-08-18,Wallet
1839,489,2024-10-26,UPI
1840,249,2025-10-06,Wallet
1841,452,2025-08-29,Credit Card
1842,338,2025-07-21,Net Banking
1843,484,2026-06-08,Credit Card
1844,371,2025-06-11,UPI
1845,82,2025-03-08,UPI
1846,287,2025-08-23,Wallet
1847,192,2025-05-26,Credit Card
1848,379,2025-11-10,UPI
1849,148,2025-08-30,Wallet
1850,481,2025-06-07,Credit Card
1851,363,2025-10-29,UPI
1852,101,2026-04-09,Credit Card
1853,112,2025-08-29,Credit Card
1854,374,2025-09-15,UPI
1855,457,2025-11-18,Wallet
1856,36,2026-04-05,Debit Card
1857,376,2026-05-26,Wallet
1858,219,2024-08-04,Debit Card
1859,395,2025-05-11,UPI
1860,304,2026-03-01,UPI
1861,58,2024-08-19,Net Banking
1862,479,2025-02-28,Debit Card
1863,433,2024-11-29,Debit Card
1864,408,2025-12-16,Debit Card
1865,270,2026-04-02,Net Banking
1866,302,2026-01-27,Credit Card
1867,449,2025-07-07,Wallet
1868,17,2025-11-14,Wallet
1869,322,2026-01-10,Debit Card
1870,177,2024-07-17,Debit Card
1871,114,2026-05-11,Wallet
1872,9,2024-08-05,UPI
1873,485,2025-12-31,Debit Card
1874,59,2024-10-28,Debit Card
1875,271,2026-02-03,Net Banking
1876,90,2025-11-05,Wallet
1877,458,2025-02-05,UPI
1878,37,2025-04-15,Net Banking
1879,134,2024-09-30,Debit Card
1880,238,2025-07-08,UPI
1881,67,2025-06-18,Credit Card
1882,70,2025-11-21,Credit Card
1883,468,2025-10-22,UPI
1884,238,2025-03-27,Wallet
1885,478,2025-08-06,Wallet
1886,417,2024-11-25,Wallet
1887,497,2025-03-14,UPI
1888,413,2024-12-08,Wallet
1889,328,2025-06-15,UPI
1890,103,2025-09-19,Credit Card
1891,18,2025-01-14,Net Banking
1892,452,2025-03-21,Debit Card
1893,209,2026-01-14,Credit Card
1894,260,2025-01-19,UPI
1895,416,2025-04-30,Credit Card
1896,494,2026-03-14,Wallet
1897,299,2024-10-25,UPI
1898,139,2026-04-24,Wallet
1899,134,2024-10-22,Credit Card
1900,163,2026-01-24,Credit Card
1901,175,2026-01-14,Debit Card
1902,328,2025-12-14,Credit Card
1903,13,2026-02-20,Credit Card
1904,485,2025-05-11,Net Banking
1905,16,2024-07-13,Net Banking
1906,250,2025-04-09,UPI
1907,91,2024-08-05,Debit Card
1908,303,2024-08-08,Wallet
1909,326,2024-07-01,UPI
1910,184,2024-12-26,Wallet
1911,319,2026-01-11,Net Banking
1912,410,2025-04-13,Debit Card
1913,183,2025-07-22,Debit Card
1914,330,2024-08-04,Wallet
1915,367,2025-01-03,Credit Card
1916,395,2025-10-16,Net Banking
1917,21,2026-02-23,Wallet
1918,297,2024-10-17,Credit Card
1919,179,2025-07-19,Wallet
1920,121,2024-10-15,Credit Card
1921,358,2024-09-16,Credit Card
1922,401,2024-09-23,Wallet
1923,75,2025-01-18,Wallet
1924,436,2025-07-24,Wallet
1925,289,2025-09-25,UPI
1926,69,2025-09-09,Credit Card
1927,302,2025-10-11,Debit Card
1928,499,2025-06-15,Net Banking
1929,337,2025-04-11,Net Banking
1930,347,2024-09-10,Debit Card
1931,33,2025-05-01,Wallet
1932,349,2025-05-11,UPI
1933,243,2024-09-05,UPI
1934,132,2026-06-02,Wallet
1935,156,2026-04-03,UPI
1936,32,2025-07-30,Debit Card
1937,444,2024-07-02,Credit Card
1938,52,2025-04-07,Debit Card
1939,38,2025-11-21,Wallet
1940,306,2025-10-23,UPI
1941,191,2025-12-05,Debit Card
1942,10,2025-04-14,Net Banking
1943,204,2025-11-07,Credit Card
1944,407,2026-05-21,Credit Card
1945,48,2025-08-15,Debit Card
1946,61,2025-12-13,Wallet
1947,284,2024-07-11,Net Banking
1948,245,2025-12-21,UPI
1949,487,2025-08-21,Net Banking
1950,93,2024-12-07,UPI
1951,275,2024-09-27,Credit Card
1952,215,2025-12-04,Credit Card
1953,256,2025-07-20,Wallet
1954,236,2025-11-01,UPI
1955,442,2026-05-21,Credit Card
1956,457,2025-01-24,Credit Card
1957,105,2025-09-11,Net Banking
1958,66,2024-09-09,Credit Card
1959,395,2024-08-17,Wallet
1960,316,2024-12-27,Debit Card
1961,464,2024-08-09,Wallet
1962,356,2025-05-28,Wallet
1963,2,2024-08-22,UPI
1964,457,2025-01-10,Wallet
1965,89,2024-11-19,Net Banking
1966,295,2025-02-10,Debit Card
1967,286,2026-01-06,Wallet
1968,56,2026-03-03,Credit Card
1969,374,2024-10-05,Net Banking
1970,79,2024-07-27,Wallet
1971,156,2025-10-16,Credit Card
1972,197,2026-06-12,Credit Card
1973,172,2024-07-05,Wallet
1974,74,2024-06-21,Wallet
1975,16,2025-07-10,UPI
1976,115,2024-11-17,Wallet
1977,483,2024-12-10,Debit Card
1978,111,2025-10-19,Credit Card
1979,497,2024-12-04,Credit Card
1980,346,2025-05-25,Credit Card
1981,192,2025-04-27,Credit Card
1982,45,2026-01-17,Wallet
1983,249,2025-05-18,Wallet
1984,291,2025-09-26,UPI
1985,385,2024-08-25,Net Banking
1986,448,2025-03-30,Credit Card
1987,72,2025-12-06,Net Banking
1988,323,2024-09-02,Net Banking
1989,95,2025-07-09,Wallet
1990,101,2025-09-15,Debit Card
1991,402,2025-10-29,Net Banking
1992,246,2024-12-25,Net Banking
1993,222,2026-03-27,Credit Card
1994,96,2025-05-08,UPI
1995,144,2025-06-19,Net Banking
1996,489,2024-06-21,UPI
1997,461,2025-04-13,Net Banking
1998,409,2025-02-23,Debit Card
1999,235,2025-09-04,UPI
2000,236,2024-10-01,Debit Card
2001,121,2024-07-26,Credit Card
2002,372,2025-05-15,Credit Card
2003,145,2026-01-05,Debit Card
2004,38,2025-08-26,Debit Card
2005,377,2024-08-25,Credit Card
2006,44,2025-05-06,Net Banking
2007,118,2025-05-16,Net Banking
2008,206,2024-07-16,Credit Card
2009,425,2025-12-17,Credit Card
2010,366,2026-03-23,Credit Card
2011,293,2026-01-29,Wallet
2012,101,2026-02-05,Net Banking
2013,107,2025-07-03,Wallet
2014,311,2026-02-21,Net Banking
2015,342,2026-03-06,Wallet
2016,222,2026-04-15,Credit Card
2017,399,2024-07-15,Credit Card
2018,98,2026-01-11,Debit Card
2019,359,2025-04-30,UPI
2020,405,2025-11-02,Debit Card
2021,404,2024-08-26,Debit Card
2022,308,2025-12-27,Net Banking
2023,69,2025-01-06,Credit Card
2024,226,2025-10-09,UPI
2025,141,2024-09-07,Wallet
2026,260,2025-12-04,UPI
2027,170,2025-07-31,Net Banking
2028,55,2024-07-18,Credit Card
2029,177,2024-11-11,Net Banking
2030,291,2025-05-28,Wallet
2031,33,2025-03-10,UPI
2032,450,2025-05-05,UPI
2033,3,2025-09-09,Credit Card
2034,3,2025-11-13,Debit Card
2035,14,2025-01-28,Credit Card
2036,54,2026-03-28,Net Banking
2037,399,2024-11-11,Credit Card
2038,106,2025-03-08,Wallet
2039,81,2025-12-05,Debit Card
2040,500,2026-03-22,Wallet
2041,47,2025-06-03,Net Banking
2042,497,2025-03-25,Wallet
2043,311,2025-04-13,Wallet
2044,238,2025-06-26,Wallet
2045,458,2025-07-15,Debit Card
2046,103,2024-08-15,Net Banking
2047,220,2026-06-02,Debit Card
2048,323,2025-01-11,Debit Card
2049,416,2025-05-16,UPI
2050,160,2024-06-30,Wallet
2051,388,2024-10-13,Net Banking
2052,30,2024-11-07,Debit Card
2053,288,2025-12-11,UPI
2054,309,2024-11-03,Wallet
2055,295,2024-08-06,Wallet
2056,104,2026-02-22,UPI
2057,273,2024-09-07,Credit Card
2058,45,2025-05-14,Wallet
2059,490,2025-08-28,UPI
2060,465,2025-10-27,UPI
2061,452,2025-04-12,Wallet
2062,304,2026-02-14,Wallet
2063,266,2025-01-10,UPI
2064,17,2026-05-02,Credit Card
2065,411,2025-03-09,Debit Card
2066,193,2025-01-22,Wallet
2067,135,2026-04-19,Net Banking
2068,425,2024-12-31,UPI
2069,474,2026-04-22,Credit Card
2070,423,2026-04-11,Wallet
2071,116,2025-05-27,Debit Card
2072,154,2025-11-27,UPI
2073,330,2025-08-29,Wallet
2074,93,2026-02-22,Credit Card
2075,167,2026-04-23,Credit Card
2076,337,2024-06-29,UPI
2077,437,2024-12-07,UPI
2078,222,2025-01-10,Net Banking
2079,379,2025-04-19,UPI
2080,178,2024-09-13,Net Banking
2081,45,2025-06-27,Wallet
2082,240,2025-08-15,Debit Card
2083,6,2026-01-20,Credit Card
2084,36,2024-10-15,Credit Card
2085,273,2025-03-12,Wallet
2086,324,2024-10-19,Debit Card
2087,339,2024-07-02,UPI
2088,252,2024-09-28,Wallet
2089,195,2025-08-02,UPI
2090,434,2024-12-23,Wallet
2091,255,2026-04-15,Wallet
2092,312,2026-01-06,Net Banking
2093,298,2024-06-24,Net Banking
2094,226,2025-02-17,Credit Card
2095,246,2025-12-13,Net Banking
2096,379,2024-11-13,Debit Card
2097,191,2026-01-11,Credit Card
2098,102,2026-05-12,Credit Card
2099,128,2024-12-25,Credit Card
2100,299,2025-06-21,Wallet
2101,194,2025-12-14,UPI
2102,108,2024-10-05,Debit Card
2103,235,2026-05-17,Wallet
2104,155,2024-10-25,Debit Card
2105,263,2025-04-27,Wallet
2106,234,2026-01-30,Credit Card
2107,441,2026-04-01,Credit Card
2108,450,2025-09-24,Net Banking
2109,227,2024-12-06,Credit Card
2110,37,2025-08-12,Wallet
2111,316,2024-11-05,UPI
2112,103,2024-09-30,Debit Card
2113,458,2024-08-25,Net Banking
2114,304,2026-03-30,Credit Card
2115,143,2024-12-24,Wallet
2116,416,2025-05-20,Net Banking
2117,342,2025-08-24,Debit Card
2118,149,2025-12-12,Wallet
2119,276,2025-08-13,Net Banking
2120,17,2025-11-14,UPI
2121,197,2024-09-05,Wallet
2122,246,2024-07-24,Net Banking
2123,49,2025-05-20,Debit Card
2124,424,2025-11-27,Debit Card
2125,289,2025-05-15,Wallet
2126,115,2024-06-25,Wallet
2127,228,2026-01-28,Credit Card
2128,286,2025-02-15,Debit Card
2129,491,2025-01-10,Wallet
2130,267,2025-05-01,Debit Card
2131,284,2025-12-30,Debit Card
2132,45,2024-11-03,Net Banking
2133,452,2026-01-14,Credit Card
2134,50,2026-04-02,Wallet
2135,121,2025-02-05,Net Banking
2136,81,2026-04-15,Credit Card
2137,32,2026-06-06,UPI
2138,335,2024-06-21,Wallet
2139,322,2024-12-08,Wallet
2140,185,2026-05-15,UPI
2141,99,2025-06-18,Wallet
2142,396,2024-10-09,Debit Card
2143,274,2024-09-04,Net Banking
2144,189,2024-09-26,Net Banking
2145,47,2024-10-09,Debit Card
2146,7,2024-11-12,Wallet
2147,374,2025-04-05,UPI
2148,157,2026-03-24,UPI
2149,323,2026-05-19,UPI
2150,320,2025-11-25,Net Banking
2151,112,2025-08-26,Net Banking
2152,47,2025-03-21,Debit Card
2153,480,2024-08-18,UPI
2154,176,2025-11-24,Net Banking
2155,296,2025-03-26,Wallet
2156,70,2026-05-08,Net Banking
2157,401,2025-10-28,Debit Card
2158,297,2025-10-17,Wallet
2159,239,2025-04-20,Debit Card
2160,120,2025-01-15,Debit Card
2161,13,2026-01-17,Credit Card
2162,31,2025-06-30,Credit Card
2163,136,2025-03-16,Debit Card
2164,261,2025-11-16,Net Banking
2165,180,2025-06-03,Credit Card
2166,386,2025-07-29,Net Banking
2167,60,2025-07-21,UPI
2168,294,2024-08-01,Credit Card
2169,366,2025-04-17,Net Banking
2170,422,2026-02-13,UPI
2171,306,2024-08-11,Net Banking
2172,147,2025-01-26,Net Banking
2173,151,2025-06-08,Wallet
2174,441,2026-05-07,Wallet
2175,95,2025-07-01,Credit Card
2176,419,2025-12-09,Credit Card
2177,245,2025-06-25,Debit Card
2178,281,2024-12-08,UPI
2179,430,2026-04-26,Net Banking
2180,492,2025-12-02,Credit Card
2181,339,2025-03-20,Credit Card
2182,379,2025-02-27,UPI
2183,475,2025-08-05,UPI
2184,297,2024-09-03,Wallet
2185,489,2025-05-10,Credit Card
2186,322,2025-04-09,Credit Card
2187,278,2025-08-27,Debit Card
2188,98,2024-12-04,Net Banking
2189,248,2026-03-10,Wallet
2190,498,2026-05-12,UPI
2191,48,2026-04-01,Net Banking
2192,22,2024-09-19,Debit Card
2193,92,2025-07-22,Wallet
2194,126,2024-10-19,Net Banking
2195,283,2025-10-16,Credit Card
2196,64,2025-08-17,Net Banking
2197,478,2026-01-26,Credit Card
2198,44,2026-05-21,Wallet
2199,98,2025-08-28,UPI
2200,398,2025-06-01,Credit Card
2201,322,2024-08-05,Credit Card
2202,424,2026-02-08,Net Banking
2203,433,2026-03-15,UPI
2204,455,2024-09-12,Credit Card
2205,174,2026-02-18,Wallet
2206,178,2025-01-02,Credit Card
2207,182,2025-08-18,Credit Card
2208,405,2026-02-06,Net Banking
2209,238,2024-11-19,Debit Card
2210,281,2025-07-28,Debit Card
2211,453,2024-08-23,Wallet
2212,430,2024-10-07,Wallet
2213,315,2024-10-03,UPI
2214,252,2025-02-10,Wallet
2215,368,2024-10-25,Wallet
2216,122,2026-01-01,Wallet
2217,178,2025-03-02,UPI
2218,10,2025-03-03,Net Banking
2219,351,2024-10-05,Credit Card
2220,259,2024-11-16,Wallet
2221,124,2025-11-09,Wallet
2222,21,2025-04-15,Wallet
2223,116,2024-07-25,Credit Card
2224,258,2024-10-23,Credit Card
2225,365,2025-01-15,Net Banking
2226,356,2025-03-31,Net Banking
2227,247,2026-05-11,Credit Card
2228,90,2025-03-09,Debit Card
2229,263,2025-10-22,Debit Card
2230,326,2025-08-13,UPI
2231,15,2026-05-27,UPI
2232,138,2024-07-19,Net Banking
2233,200,2025-08-21,Wallet
2234,368,2025-07-10,Credit Card
2235,172,2025-09-04,Wallet
2236,292,2025-05-12,UPI
2237,474,2024-10-03,Net Banking
2238,199,2024-12-29,UPI
2239,417,2025-07-13,Debit Card
2240,282,2025-11-29,Debit Card
2241,425,2024-11-14,Wallet
2242,459,2025-03-23,Wallet
2243,192,2024-07-26,UPI
2244,473,2025-03-10,Credit Card
2245,25,2024-07-09,Credit Card
2246,150,2025-10-11,UPI
2247,449,2025-11-21,Debit Card
2248,300,2026-04-02,UPI
2249,376,2026-02-10,Credit Card
2250,408,2024-11-22,Debit Card
2251,419,2026-05-31,Net Banking
2252,136,2025-08-15,Credit Card
2253,322,2025-12-19,Credit Card
2254,336,2025-11-03,UPI
2255,319,2025-03-06,Wallet
2256,200,2025-07-30,Credit Card
2257,234,2024-10-16,Wallet
2258,148,2025-05-12,Net Banking
2259,428,2024-06-21,UPI
2260,447,2026-01-06,UPI
2261,409,2025-12-12,Net Banking
2262,134,2026-04-02,UPI
2263,237,2024-08-16,Wallet
2264,166,2025-05-17,Net Banking
2265,104,2025-06-03,Net Banking
2266,109,2026-06-09,Net Banking
2267,285,2025-12-26,Debit Card
2268,374,2025-01-06,Net Banking
2269,182,2025-03-11,Net Banking
2270,70,2026-03-30,Net Banking
2271,402,2025-03-03,Debit Card
2272,266,2024-10-03,Net Banking
2273,406,2026-01-11,Credit Card
2274,350,2024-10-14,UPI
2275,204,2024-11-30,Credit Card
2276,316,2026-04-28,UPI
2277,358,2025-12-06,Wallet
2278,202,2024-11-03,Debit Card
2279,205,2025-01-26,Debit Card
2280,22,2025-08-12,Wallet
2281,54,2026-04-22,Credit Card
2282,90,2025-12-19,Net Banking
2283,414,2026-01-11,Wallet
2284,179,2026-05-01,UPI
2285,259,2025-02-09,Debit Card
2286,307,2025-05-05,Debit Card
2287,9,2025-08-24,Wallet
2288,84,2025-06-27,Debit Card
2289,307,2025-06-14,UPI
2290,53,2025-03-12,Net Banking
2291,317,2025-12-20,UPI
2292,331,2025-06-26,Net Banking
2293,46,2026-06-15,Credit Card
2294,72,2025-11-12,UPI
2295,455,2026-01-31,Net Banking
2296,153,2025-02-16,UPI
2297,36,2025-04-07,UPI
2298,374,2025-06-21,Credit Card
2299,8,2024-12-11,Wallet
2300,75,2025-12-10,Wallet
2301,144,2026-02-15,UPI
2302,158,2026-01-18,UPI
2303,116,2026-06-07,UPI
2304,56,2025-12-07,Credit Card
2305,279,2026-03-10,UPI
2306,496,2024-12-28,UPI
2307,149,2025-05-02,Wallet
2308,174,2026-01-16,UPI
2309,41,2025-09-07,Net Banking
2310,118,2026-05-26,Credit Card
2311,370,2026-03-22,UPI
2312,57,2024-10-23,Credit Card
2313,309,2024-09-18,Debit Card
2314,423,2025-06-19,Net Banking
2315,45,2026-02-15,Net Banking
2316,393,2026-02-13,Debit Card
2317,383,2025-08-20,Net Banking
2318,96,2026-04-01,UPI
2319,316,2025-11-20,Net Banking
2320,472,2025-01-20,Debit Card
2321,14,2024-08-28,Wallet
2322,175,2026-01-09,Debit Card
2323,66,2025-11-13,Credit Card
2324,425,2025-09-16,Debit Card
2325,354,2024-10-31,Credit Card
2326,399,2025-12-10,UPI
2327,49,2024-08-01,Net Banking
2328,128,2025-08-31,Net Banking
2329,55,2024-07-16,Wallet
2330,458,2025-09-29,Net Banking
2331,391,2024-08-22,Net Banking
2332,449,2026-06-10,UPI
2333,6,2025-06-21,Credit Card
2334,154,2026-04-22,Wallet
2335,2,2024-07-21,UPI
2336,31,2026-01-03,UPI
2337,24,2026-01-29,Wallet
2338,150,2025-07-25,Debit Card
2339,433,2025-05-06,UPI
2340,2,2024-11-14,UPI
2341,153,2025-10-06,Debit Card
2342,126,2024-12-28,Debit Card
2343,394,2025-09-06,Wallet
2344,116,2025-01-17,Debit Card
2345,258,2025-04-18,Credit Card
2346,126,2026-01-27,Wallet
2347,159,2025-03-06,Net Banking
2348,354,2025-01-29,Credit Card
2349,115,2025-03-08,UPI
2350,103,2025-05-06,Wallet
2351,158,2026-05-25,Credit Card
2352,362,2024-11-29,Net Banking
2353,331,2025-11-16,Wallet
2354,347,2025-10-16,Debit Card
2355,434,2025-12-28,Debit Card
2356,412,2024-09-05,Net Banking
2357,255,2024-10-03,Net Banking
2358,385,2025-07-07,Debit Card
2359,125,2025-01-17,Wallet
2360,409,2026-03-23,UPI
2361,94,2026-01-22,Wallet
2362,8,2025-06-27,Wallet
2363,291,2025-12-28,Credit Card
2364,99,2024-11-17,Net Banking
2365,201,2025-12-28,Wallet
2366,366,2025-02-11,Wallet
2367,314,2025-09-19,Net Banking
2368,38,2024-12-11,Wallet
2369,169,2025-06-24,Debit Card
2370,223,2025-11-20,Wallet
2371,139,2026-01-09,Net Banking
2372,45,2024-12-09,Net Banking
2373,1,2025-09-11,Credit Card
2374,436,2025-12-20,Wallet
2375,111,2025-04-29,Wallet
2376,438,2024-08-01,Credit Card
2377,92,2026-03-26,Net Banking
2378,117,2026-06-02,Wallet
2379,83,2025-05-13,Debit Card
2380,286,2025-01-08,Credit Card
2381,353,2025-02-23,UPI
2382,149,2024-08-10,Debit Card
2383,294,2025-06-18,Wallet
2384,108,2026-01-24,Net Banking
2385,161,2024-12-13,Net Banking
2386,144,2026-03-09,UPI
2387,50,2025-02-08,Net Banking
2388,434,2025-01-08,Net Banking
2389,431,2025-12-02,Debit Card
2390,20,2025-04-28,Wallet
2391,254,2024-08-18,Credit Card
2392,175,2024-07-06,Debit Card
2393,382,2024-10-14,UPI
2394,241,2024-08-16,UPI
2395,432,2026-03-07,Wallet
2396,92,2025-11-05,Wallet
2397,36,2025-02-26,UPI
2398,271,2026-04-20,Wallet
2399,222,2025-01-21,Debit Card
2400,444,2025-04-27,Credit Card
2401,103,2025-07-07,UPI
2402,243,2025-06-09,Debit Card
2403,442,2024-10-25,Wallet
2404,336,2025-03-07,Wallet
2405,419,2025-07-01,UPI
2406,226,2026-02-24,Wallet
2407,314,2025-12-29,Debit Card
2408,369,2025-12-06,UPI
2409,202,2024-12-01,Net Banking
2410,252,2025-01-23,Net Banking
2411,42,2025-05-05,Debit Card
2412,425,2025-06-14,Wallet
2413,27,2025-03-04,UPI
2414,388,2026-06-06,Debit Card
2415,370,2025-07-29,Credit Card
2416,448,2024-08-28,Net Banking
2417,482,2025-07-27,Net Banking
2418,483,2026-01-19,Credit Card
2419,457,2025-08-22,UPI
2420,102,2024-07-25,Credit Card
2421,399,2025-06-02,UPI
2422,381,2025-07-23,Wallet
2423,40,2024-10-05,Credit Card
2424,360,2025-11-30,Wallet
2425,182,2025-02-18,UPI
2426,336,2025-03-20,Net Banking
2427,436,2024-12-20,Wallet
2428,453,2025-01-24,Net Banking
2429,298,2025-02-18,Net Banking
2430,329,2024-11-30,Debit Card
2431,331,2025-02-06,Debit Card
2432,45,2024-12-04,Net Banking
2433,199,2024-08-26,Net Banking
2434,354,2025-11-05,Wallet
2435,135,2025-07-27,Debit Card
2436,382,2026-01-06,Credit Card
2437,295,2025-05-04,Wallet
2438,500,2025-03-24,Wallet
2439,138,2025-11-21,UPI
2440,144,2024-09-18,Debit Card
2441,235,2024-11-11,Wallet
2442,109,2024-10-21,UPI
2443,131,2025-08-25,Wallet
2444,34,2026-01-31,Debit Card
2445,80,2026-06-04,Credit Card
2446,139,2024-10-10,UPI
2447,98,2025-02-12,Wallet
2448,53,2025-04-20,Debit Card
2449,178,2025-08-19,UPI
2450,190,2024-09-26,Debit Card
2451,37,2025-05-27,Wallet
2452,379,2024-08-20,UPI
2453,432,2025-11-12,UPI
2454,404,2025-08-28,Debit Card
2455,49,2025-07-11,Net Banking
2456,381,2026-02-03,Credit Card
2457,472,2025-12-02,Debit Card
2458,75,2024-08-01,Credit Card
2459,452,2025-03-01,Debit Card
2460,200,2025-11-21,Net Banking
2461,453,2024-11-01,UPI
2462,485,2025-08-02,Credit Card
2463,195,2025-01-12,UPI
2464,424,2025-11-24,UPI
2465,127,2026-06-10,Net Banking
2466,24,2025-04-24,Wallet
2467,497,2024-11-24,Credit Card
2468,442,2025-06-06,UPI
